ea_id,source_dataset,source_split,source_id,video_path,audio_path,text_path,start,end,language,face_quality,audio_quality,text_quality,usable_for_micro,usable_for_l4
EAQ000990,CH-SIMS,validation,CH-SIMS/video_0031/0025,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0025.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0025.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0025,,,zh,missing,missing,high,false,false
EAQ000991,CH-SIMS,test,CH-SIMS/video_0031/0026,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0026.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0026.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0026,,,zh,missing,missing,high,false,false
EAQ000992,CH-SIMS,validation,CH-SIMS/video_0031/0027,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0027.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0027.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0027,,,zh,missing,missing,high,false,false
EAQ000993,CH-SIMS,train,CH-SIMS/video_0031/0028,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0028.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0028.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0028,,,zh,missing,missing,high,false,false
EAQ000994,CH-SIMS,train,CH-SIMS/video_0031/0029,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0029.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0029.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0029,,,zh,missing,missing,high,false,false
EAQ000995,CH-SIMS,train,CH-SIMS/video_0031/0030,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0030.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0030.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0030,,,zh,missing,missing,high,false,false
EAQ000996,CH-SIMS,train,CH-SIMS/video_0031/0031,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0031.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0031.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0031,,,zh,missing,missing,high,false,false
EAQ000997,CH-SIMS,train,CH-SIMS/video_0031/0032,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0032.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0032.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0032,,,zh,missing,missing,high,false,false
EAQ000998,CH-SIMS,validation,CH-SIMS/video_0031/0033,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0033.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0033.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0033,,,zh,missing,missing,high,false,false
EAQ000999,CH-SIMS,train,CH-SIMS/video_0031/0034,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0034.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0034.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0034,,,zh,missing,missing,high,false,false
EAQ001000,CH-SIMS,train,CH-SIMS/video_0031/0035,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0035.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0031/0035.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0031/0035,,,zh,missing,missing,high,false,false
EAQ001001,CH-SIMS,train,CH-SIMS/video_0032/0001,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0001,,,zh,missing,missing,high,false,false
EAQ001002,CH-SIMS,test,CH-SIMS/video_0032/0002,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0002,,,zh,missing,missing,high,false,false
EAQ001003,CH-SIMS,train,CH-SIMS/video_0032/0003,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0003,,,zh,missing,missing,high,false,false
EAQ001004,CH-SIMS,train,CH-SIMS/video_0032/0004,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0004,,,zh,missing,missing,high,false,false
EAQ001005,CH-SIMS,train,CH-SIMS/video_0032/0005,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0005,,,zh,missing,missing,high,false,false
EAQ001006,CH-SIMS,train,CH-SIMS/video_0032/0006,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0006,,,zh,missing,missing,high,false,false
EAQ001007,CH-SIMS,test,CH-SIMS/video_0032/0007,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0007,,,zh,missing,missing,high,false,false
EAQ001008,CH-SIMS,train,CH-SIMS/video_0032/0008,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0008,,,zh,missing,missing,high,false,false
EAQ001009,CH-SIMS,validation,CH-SIMS/video_0032/0009,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0009,,,zh,missing,missing,high,false,false
EAQ001010,CH-SIMS,train,CH-SIMS/video_0032/0010,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0010,,,zh,missing,missing,high,false,false
EAQ001011,CH-SIMS,train,CH-SIMS/video_0032/0011,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0011,,,zh,missing,missing,high,false,false
EAQ001012,CH-SIMS,train,CH-SIMS/video_0032/0012,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0012,,,zh,missing,missing,high,false,false
EAQ001013,CH-SIMS,test,CH-SIMS/video_0032/0013,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0013,,,zh,missing,missing,high,false,false
EAQ001014,CH-SIMS,train,CH-SIMS/video_0032/0014,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0014.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0014.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0014,,,zh,missing,missing,high,false,false
EAQ001015,CH-SIMS,validation,CH-SIMS/video_0032/0015,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0015.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0015.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0015,,,zh,missing,missing,high,false,false
EAQ001016,CH-SIMS,test,CH-SIMS/video_0032/0016,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0016,,,zh,missing,missing,high,false,false
EAQ001017,CH-SIMS,train,CH-SIMS/video_0032/0017,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0017,,,zh,missing,missing,high,false,false
EAQ001018,CH-SIMS,train,CH-SIMS/video_0032/0018,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0018,,,zh,missing,missing,high,false,false
EAQ001019,CH-SIMS,train,CH-SIMS/video_0032/0019,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0019,,,zh,missing,missing,high,false,false
EAQ001020,CH-SIMS,train,CH-SIMS/video_0032/0020,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0020,,,zh,missing,missing,high,false,false
EAQ001021,CH-SIMS,train,CH-SIMS/video_0032/0021,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0021,,,zh,missing,missing,high,false,false
EAQ001022,CH-SIMS,train,CH-SIMS/video_0032/0022,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0022,,,zh,missing,missing,high,false,false
EAQ001023,CH-SIMS,train,CH-SIMS/video_0032/0023,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0032/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0032/0023,,,zh,missing,missing,high,false,false
EAQ001024,CH-SIMS,train,CH-SIMS/video_0033/0001,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0001,,,zh,missing,missing,high,false,false
EAQ001025,CH-SIMS,validation,CH-SIMS/video_0033/0002,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0002,,,zh,missing,missing,high,false,false
EAQ001026,CH-SIMS,train,CH-SIMS/video_0033/0003,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0003,,,zh,missing,missing,high,false,false
EAQ001027,CH-SIMS,train,CH-SIMS/video_0033/0004,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0004,,,zh,missing,missing,high,false,false
EAQ001028,CH-SIMS,train,CH-SIMS/video_0033/0005,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0005,,,zh,missing,missing,high,false,false
EAQ001029,CH-SIMS,validation,CH-SIMS/video_0033/0006,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0006,,,zh,missing,missing,high,false,false
EAQ001030,CH-SIMS,train,CH-SIMS/video_0033/0007,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0007,,,zh,missing,missing,high,false,false
EAQ001031,CH-SIMS,train,CH-SIMS/video_0033/0008,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0008,,,zh,missing,missing,high,false,false
EAQ001032,CH-SIMS,train,CH-SIMS/video_0033/0009,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0009,,,zh,missing,missing,high,false,false
EAQ001033,CH-SIMS,test,CH-SIMS/video_0033/0010,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0010,,,zh,missing,missing,high,false,false
EAQ001034,CH-SIMS,validation,CH-SIMS/video_0033/0011,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0011,,,zh,missing,missing,high,false,false
EAQ001035,CH-SIMS,train,CH-SIMS/video_0033/0012,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0012,,,zh,missing,missing,high,false,false
EAQ001036,CH-SIMS,validation,CH-SIMS/video_0033/0013,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0033/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0033/0013,,,zh,missing,missing,high,false,false
EAQ001037,CH-SIMS,validation,CH-SIMS/video_0034/0001,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0001,,,zh,missing,missing,high,false,false
EAQ001038,CH-SIMS,validation,CH-SIMS/video_0034/0002,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0002,,,zh,missing,missing,high,false,false
EAQ001039,CH-SIMS,test,CH-SIMS/video_0034/0003,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0003,,,zh,missing,missing,high,false,false
EAQ001040,CH-SIMS,test,CH-SIMS/video_0034/0004,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0004,,,zh,missing,missing,high,false,false
EAQ001041,CH-SIMS,train,CH-SIMS/video_0034/0005,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0005,,,zh,missing,missing,high,false,false
EAQ001042,CH-SIMS,test,CH-SIMS/video_0034/0006,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0006,,,zh,missing,missing,high,false,false
EAQ001043,CH-SIMS,train,CH-SIMS/video_0034/0007,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0007,,,zh,missing,missing,high,false,false
EAQ001044,CH-SIMS,train,CH-SIMS/video_0034/0008,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0008,,,zh,missing,missing,high,false,false
EAQ001045,CH-SIMS,train,CH-SIMS/video_0034/0009,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0009,,,zh,missing,missing,high,false,false
EAQ001046,CH-SIMS,train,CH-SIMS/video_0034/0010,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0010,,,zh,missing,missing,high,false,false
EAQ001047,CH-SIMS,train,CH-SIMS/video_0034/0011,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0011,,,zh,missing,missing,high,false,false
EAQ001048,CH-SIMS,train,CH-SIMS/video_0034/0012,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0012,,,zh,missing,missing,high,false,false
EAQ001049,CH-SIMS,test,CH-SIMS/video_0034/0013,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0013,,,zh,missing,missing,high,false,false
EAQ001050,CH-SIMS,train,CH-SIMS/video_0034/0014,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0014.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0014.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0014,,,zh,missing,missing,high,false,false
EAQ001051,CH-SIMS,test,CH-SIMS/video_0034/0015,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0015.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0015.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0015,,,zh,missing,missing,high,false,false
EAQ001052,CH-SIMS,train,CH-SIMS/video_0034/0016,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0016,,,zh,missing,missing,high,false,false
EAQ001053,CH-SIMS,validation,CH-SIMS/video_0034/0017,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0017,,,zh,missing,missing,high,false,false
EAQ001054,CH-SIMS,train,CH-SIMS/video_0034/0018,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0018,,,zh,missing,missing,high,false,false
EAQ001055,CH-SIMS,test,CH-SIMS/video_0034/0019,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0019,,,zh,missing,missing,high,false,false
EAQ001056,CH-SIMS,validation,CH-SIMS/video_0034/0020,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0020,,,zh,missing,missing,high,false,false
EAQ001057,CH-SIMS,train,CH-SIMS/video_0034/0021,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0021,,,zh,missing,missing,high,false,false
EAQ001058,CH-SIMS,train,CH-SIMS/video_0034/0022,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0022,,,zh,missing,missing,high,false,false
EAQ001059,CH-SIMS,train,CH-SIMS/video_0034/0023,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0023,,,zh,missing,missing,high,false,false
EAQ001060,CH-SIMS,test,CH-SIMS/video_0034/0024,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0024.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0034/0024.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0034/0024,,,zh,missing,missing,high,false,false
EAQ001061,CH-SIMS,test,CH-SIMS/video_0035/0001,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0035/0001,,,zh,missing,missing,high,false,false
EAQ001062,CH-SIMS,train,CH-SIMS/video_0035/0002,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0035/0002,,,zh,missing,missing,high,false,false
EAQ001063,CH-SIMS,validation,CH-SIMS/video_0035/0003,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0035/0003,,,zh,missing,missing,high,false,false
EAQ001064,CH-SIMS,train,CH-SIMS/video_0035/0004,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0035/0004,,,zh,missing,missing,high,false,false
EAQ001065,CH-SIMS,train,CH-SIMS/video_0035/0005,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0035/0005,,,zh,missing,missing,high,false,false
EAQ001066,CH-SIMS,train,CH-SIMS/video_0035/0006,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0035/0006,,,zh,missing,missing,high,false,false
EAQ001067,CH-SIMS,train,CH-SIMS/video_0035/0007,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0035/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0035/0007,,,zh,missing,missing,high,false,false
